Transaction_Amount,Transaction_Type,Location,Time_of_Day,Card_Type,Previous_Fraud_History,Account_Age,Credit_Utilization,Fraudulent
4315,In-Person,Domestic,Night,Credit,0,8,0.6542245795612837,0
4668,Online,International,Afternoon,Debit,0,5,0.487437811397308,0
3199,In-Person,International,Afternoon,Debit,0,8,0.7454971855805287,0
780,Online,Domestic,Afternoon,Debit,1,5,0.2844057741074164,0
3165,In-Person,International,Morning,Debit,1,3,0.5276652925612508,0
2511,Online,Domestic,Morning,Credit,1,8,0.7427558236470199,0
2724,In-Person,International,Afternoon,Debit,1,4,0.8000910201784066,0
4734,In-Person,International,Afternoon,Debit,0,3,0.32315479286082394,0
3595,Online,Domestic,Afternoon,Credit,1,3,0.26339383208709144,0
1638,Online,Domestic,Afternoon,Credit,0,6,0.3596806425594815,0
396,In-Person,International,Morning,Debit,1,8,0.9281400259355157,0
3431,Online,Domestic,Night,Debit,1,5,0.2162083930632437,0
4018,In-Person,International,Afternoon,Credit,0,1,0.9577856422828912,0
4103,In-Person,International,Morning,Debit,0,1,0.9953313453770252,0
4373,Online,International,Afternoon,Credit,1,3,0.8050998792561888,0
2476,In-Person,International,Night,Credit,0,6,0.7843802922017725,0
2292,In-Person,International,Morning,Debit,0,2,0.9579578775405958,1
1866,Online,International,Morning,Credit,0,1,0.36148179658567436,0
2008,In-Person,Domestic,Night,Credit,0,7,0.21608398511541366,0
1246,In-Person,Domestic,Night,Debit,1,2,0.8407903374661962,0
4679,In-Person,Domestic,Morning,Credit,0,8,0.25383704460995316,0
4154,In-Person,International,Night,Credit,1,2,0.14086892323759193,0
1160,Online,Domestic,Afternoon,Debit,1,1,0.2768153387719947,0
4328,Online,International,Night,Credit,1,2,0.49411592730163645,0
1441,Online,Domestic,Night,Credit,1,2,0.5455920369835332,0
1829,In-Person,International,Morning,Debit,1,7,0.1562515285391101,0
2334,Online,International,Night,Credit,1,1,0.49905492370083004,0
1140,Online,International,Morning,Credit,1,3,0.6438768356909008,0
2668,Online,International,Afternoon,Credit,0,5,0.9386258298427504,0
3510,In-Person,International,Night,Credit,1,7,0.30458762005897744,0
384,Online,Domestic,Night,Debit,0,6,0.2898733520289988,0
2130,Online,International,Morning,Credit,0,8,0.4504825697488005,0
4030,In-Person,Domestic,Morning,Debit,1,1,0.9852890687231439,0
2031,In-Person,International,Night,Credit,1,7,0.4026023027178859,0
3715,In-Person,International,Morning,Debit,1,9,0.13948106222571385,0
3269,In-Person,International,Night,Credit,0,7,0.3390533691361471,0
3445,In-Person,Domestic,Afternoon,Debit,0,6,0.6024714261551497,0
1899,In-Person,International,Night,Debit,0,9,0.4712893530881572,0
1833,Online,Domestic,Afternoon,Credit,1,4,0.7968007518992758,0
1484,Online,International,Afternoon,Credit,0,6,0.646544428572528,0
2252,In-Person,Domestic,Morning,Debit,1,6,0.6035114862798208,0
3253,In-Person,Domestic,Morning,Debit,0,3,0.39069455636629546,0
3144,Online,Domestic,Morning,Debit,1,7,0.5966614371683371,0
2080,In-Person,International,Morning,Debit,1,1,0.6540316473761154,0
369,In-Person,International,Night,Debit,1,8,0.2612842838572302,0
2051,Online,Domestic,Afternoon,Debit,0,8,0.7622811275870693,0
1151,In-Person,International,Night,Credit,0,8,0.4536396951437285,0
1645,In-Person,International,Afternoon,Credit,0,9,0.7680481390846968,0
4010,Online,International,Afternoon,Debit,0,4,0.25993952275254917,0
1953,Online,Domestic,Afternoon,Debit,0,6,0.690868700733818,0
4784,Online,Domestic,Night,Credit,1,7,0.12419492087700379,0
3371,Online,International,Morning,Debit,1,2,0.2430692127224371,0
2990,Online,Domestic,Night,Debit,1,6,0.9020088062826211,0
16,In-Person,International,Afternoon,Credit,1,8,0.5153247603052796,0
3277,In-Person,International,Night,Credit,0,4,0.557076550666286,0
1601,In-Person,Domestic,Afternoon,Debit,0,5,0.9168200378467927,0
4938,In-Person,Domestic,Morning,Credit,1,8,0.5364400660302626,0
3274,In-Person,International,Morning,Debit,1,3,0.6891296971824886,0
2616,Online,International,Night,Credit,0,6,0.29975956488190547,0
3229,In-Person,International,Morning,Debit,0,1,0.17341583038381597,0
3283,In-Person,Domestic,Afternoon,Debit,1,4,0.41801658872623493,0
923,In-Person,Domestic,Afternoon,Debit,1,6,0.8188115202418439,0
2021,In-Person,International,Morning,Debit,0,3,0.5021535793144813,0
1452,In-Person,International,Morning,Credit,0,1,0.25133532761176636,0
3064,Online,Domestic,Morning,Credit,0,6,0.5905882261546186,0
3556,In-Person,International,Night,Credit,1,3,0.33745632467302455,0
4231,In-Person,Domestic,Night,Debit,1,8,0.952001026266861,0
4922,In-Person,Domestic,Afternoon,Credit,0,7,0.619671376594754,0
2938,In-Person,International,Night,Debit,1,7,0.9846661834674943,0
1839,In-Person,International,Night,Debit,1,8,0.13876550723410108,0
585,In-Person,Domestic,Afternoon,Credit,0,7,0.11040363119658561,0
939,Online,International,Afternoon,Credit,1,5,0.5293860214343914,0
3769,In-Person,Domestic,Morning,Debit,1,8,0.8757995382958931,0
3709,Online,Domestic,Morning,Debit,1,8,0.5719662525548068,0
1473,Online,Domestic,Night,Credit,0,8,0.8885679876697387,0
3285,In-Person,International,Afternoon,Credit,0,6,0.21750945980824843,0
4938,In-Person,International,Night,Credit,1,2,0.7293945563513613,0
1064,In-Person,International,Night,Credit,1,8,0.6938896124281143,0
1910,Online,Domestic,Afternoon,Credit,1,1,0.5904674332449631,0
1467,In-Person,Domestic,Afternoon,Debit,1,9,0.4645943145883886,0
1409,In-Person,Domestic,Afternoon,Debit,0,9,0.6823615074286987,0
3425,In-Person,Domestic,Afternoon,Debit,1,6,0.5950830531687576,0
452,Online,International,Night,Credit,1,6,0.34536307551855644,0
3660,Online,International,Night,Debit,1,6,0.19415388374152767,0
4662,In-Person,International,Night,Credit,1,4,0.44798379848894954,0
1188,Online,Domestic,Afternoon,Credit,0,1,0.5611925053750104,0
4468,In-Person,Domestic,Morning,Credit,1,1,0.5576638377796777,0
1267,Online,International,Night,Debit,0,1,0.4830241619285599,0
3644,In-Person,Domestic,Morning,Debit,0,5,0.39461965209459615,0
1851,Online,International,Morning,Debit,1,7,0.415444667688905,0
2319,In-Person,Domestic,Morning,Debit,0,1,0.33926075509738995,0
920,In-Person,Domestic,Afternoon,Credit,0,1,0.6219174394423096,0
4350,Online,Domestic,Afternoon,Credit,0,6,0.8648986997370038,0
4647,Online,Domestic,Night,Debit,1,2,0.8917207417319374,0
4019,Online,Domestic,Night,Debit,0,2,0.994352460433544,1
2179,Online,International,Afternoon,Credit,0,7,0.17993644374282408,0
2182,Online,International,Afternoon,Debit,1,9,0.2928324361305245,0
133,In-Person,International,Morning,Debit,0,8,0.7571862743478515,0
3168,In-Person,Domestic,Afternoon,Credit,1,2,0.680716470096867,0
795,Online,International,Afternoon,Debit,1,7,0.22047914950284792,0
2426,In-Person,International,Afternoon,Debit,1,5,0.6679162265829715,0
806,In-Person,Domestic,Afternoon,Debit,1,4,0.4658156733132479,0
4182,Online,Domestic,Morning,Credit,1,4,0.9611735365475385,0
4164,In-Person,International,Night,Debit,0,4,0.869718531541115,0
1946,In-Person,International,Morning,Debit,1,9,0.16591805179107094,0
2166,Online,International,Afternoon,Credit,0,7,0.18099066872784403,0
3817,Online,International,Afternoon,Credit,0,7,0.4753511248099743,0
1311,In-Person,International,Night,Credit,1,4,0.10753404983435275,0
4173,Online,Domestic,Night,Credit,0,9,0.1849482224025919,0
3150,In-Person,International,Night,Credit,0,8,0.9393360899779469,0
3246,Online,International,Morning,Credit,1,4,0.813188648960701,0
2362,Online,International,Night,Credit,1,6,0.7054380820905124,0
1942,Online,International,Afternoon,Debit,1,4,0.8472135099898261,0
2731,Online,International,Afternoon,Credit,0,1,0.3250493698967474,0
374,In-Person,International,Afternoon,Credit,0,5,0.7530102663101563,0
4926,Online,Domestic,Morning,Credit,0,3,0.6540104398024966,0
2400,Online,Domestic,Night,Debit,0,1,0.8637826746416033,0
956,In-Person,Domestic,Night,Debit,1,2,0.3544186878116229,0
1387,In-Person,International,Night,Credit,0,2,0.7873442177782193,0
1449,In-Person,International,Night,Credit,0,8,0.8673862636553143,0
3190,In-Person,Domestic,Afternoon,Credit,1,4,0.5941061872208927,0
4867,Online,International,Morning,Debit,0,3,0.4724067150914475,0
350,In-Person,International,Night,Credit,1,4,0.9537873187842604,0
2999,Online,International,Afternoon,Debit,0,1,0.252072654293099,0
392,In-Person,Domestic,Afternoon,Debit,1,1,0.13264573880109165,0
1566,Online,Domestic,Morning,Credit,0,5,0.2612262374104397,0
309,In-Person,Domestic,Night,Debit,1,7,0.7151085695812742,0
148,Online,International,Morning,Credit,0,9,0.8100513451233554,0
368,Online,Domestic,Night,Debit,0,7,0.7451448128255046,0
4941,In-Person,Domestic,Morning,Debit,1,5,0.4778798985601149,0
1532,Online,Domestic,Night,Debit,1,3,0.9708161901881225,0
3466,Online,International,Night,Credit,1,8,0.4998717289428095,0
1637,Online,Domestic,Morning,Debit,0,7,0.9831744439490475,0
1313,Online,Domestic,Night,Debit,1,4,0.9263048114109041,0
1144,In-Person,International,Morning,Credit,1,1,0.46643000727404416,0
2196,Online,Domestic,Morning,Debit,0,3,0.2449077754705098,0
3180,Online,International,Night,Debit,1,8,0.1808536685300961,0
3845,In-Person,International,Night,Credit,1,2,0.578327457008499,0
2161,In-Person,Domestic,Morning,Credit,1,9,0.7868871646515461,0
1247,In-Person,Domestic,Afternoon,Credit,0,4,0.2584429258844532,0
3745,Online,Domestic,Morning,Debit,0,7,0.38638984467489923,1
2844,Online,International,Afternoon,Debit,0,7,0.6674783240215164,0
4270,In-Person,Domestic,Afternoon,Debit,1,8,0.5147814443789249,0
1008,Online,Domestic,Morning,Debit,0,7,0.6434810001239558,0
2577,In-Person,Domestic,Morning,Debit,0,4,0.7087308268928743,0
1317,Online,International,Morning,Credit,0,7,0.4426255845884641,0
666,In-Person,International,Afternoon,Debit,1,5,0.8073696679255606,0
2670,Online,International,Morning,Credit,0,7,0.7325785769944869,0
2221,In-Person,Domestic,Morning,Debit,0,3,0.7187979057307421,0
1919,Online,Domestic,Night,Debit,0,7,0.23453517035940577,0
3740,In-Person,International,Night,Credit,0,7,0.5268120373088616,0
2056,Online,Domestic,Night,Debit,1,2,0.6194556256080048,0
3172,Online,Domestic,Morning,Debit,0,8,0.3037475963325502,0
1150,Online,International,Morning,Credit,0,7,0.7827103803349034,0
276,In-Person,International,Morning,Credit,0,9,0.20897262424875168,0
1855,Online,International,Afternoon,Debit,1,4,0.2348717453501149,0
1718,Online,Domestic,Afternoon,Credit,1,9,0.4719873660171,0
3640,Online,Domestic,Night,Debit,0,1,0.22181032096979889,0
3221,In-Person,Domestic,Afternoon,Credit,1,5,0.1104795567145098,0
2303,Online,International,Afternoon,Debit,0,7,0.47026173665485393,0
3742,In-Person,International,Afternoon,Credit,1,4,0.6836969258928348,0
3839,Online,Domestic,Night,Credit,1,7,0.5456244695575929,0
1520,In-Person,International,Night,Debit,0,9,0.14696172782042924,0
485,In-Person,International,Afternoon,Credit,1,5,0.3092188033499518,0
986,Online,Domestic,Morning,Credit,1,5,0.571913763869107,0
1217,In-Person,International,Night,Credit,0,2,0.7642834954612473,0
1970,In-Person,Domestic,Afternoon,Debit,0,5,0.8145252678737245,0
567,Online,International,Morning,Credit,1,8,0.5674316298446088,1
892,In-Person,Domestic,Morning,Credit,1,4,0.6815147084260119,0
2204,In-Person,International,Night,Credit,1,2,0.9130756197428702,0
4771,In-Person,Domestic,Morning,Debit,1,8,0.15867886663655933,0
2677,In-Person,International,Night,Debit,0,4,0.1892552981982215,0
4969,Online,International,Afternoon,Credit,1,5,0.5120740756332681,0
4687,In-Person,International,Night,Debit,0,7,0.6487611788705554,0
4800,In-Person,International,Morning,Credit,0,5,0.1041707673449769,0
1620,Online,International,Night,Debit,0,4,0.5072934976503523,0
3498,Online,Domestic,Night,Credit,1,7,0.25548480005292784,0
2464,In-Person,Domestic,Afternoon,Debit,1,4,0.680594178389638,0
4504,Online,Domestic,Morning,Credit,0,4,0.34096201367380596,0
1956,Online,International,Night,Credit,0,2,0.911744314824007,0
4820,Online,Domestic,Afternoon,Debit,0,5,0.15746269667287316,0
4809,Online,International,Afternoon,Credit,0,8,0.8282854475349886,0
2818,Online,International,Afternoon,Credit,0,4,0.4530947967540163,0
3835,Online,Domestic,Afternoon,Credit,1,2,0.8714445272552677,0
3546,Online,Domestic,Afternoon,Debit,1,9,0.8336103472232029,0
3812,Online,International,Night,Credit,1,6,0.31536342528202044,0
4187,Online,International,Night,Credit,1,3,0.14551098696656548,0
4709,In-Person,Domestic,Morning,Credit,0,5,0.7259692702705509,0
1980,In-Person,Domestic,Night,Debit,0,6,0.28395509597675644,0
3832,In-Person,International,Morning,Credit,1,9,0.9374563942251137,0
2829,In-Person,International,Morning,Debit,0,5,0.1605075510009576,0
912,In-Person,Domestic,Morning,Credit,0,9,0.3915820491839035,0
374,Online,International,Night,Debit,0,1,0.11138410675163528,0
4268,Online,International,Afternoon,Debit,1,4,0.38531764523628687,0
3129,In-Person,Domestic,Morning,Debit,1,1,0.587132812292581,0
2568,In-Person,Domestic,Afternoon,Credit,1,2,0.6893763017851486,0
1873,Online,International,Morning,Debit,1,2,0.75379044374846,1
125,In-Person,International,Night,Debit,1,5,0.8501051721901144,0
2394,Online,Domestic,Morning,Debit,1,1,0.19970571576892535,0
4986,In-Person,International,Night,Debit,0,3,0.7856853762201286,0
3945,Online,Domestic,Afternoon,Debit,1,6,0.3505318987440309,0
4945,In-Person,International,Night,Debit,0,1,0.22442213630970798,0
2500,Online,Domestic,Afternoon,Debit,1,1,0.3390896283752056,0
952,In-Person,International,Night,Debit,1,3,0.8721937714212465,0
1734,In-Person,International,Morning,Debit,0,9,0.6646525155092369,0
2344,Online,International,Morning,Credit,1,2,0.6376433426973662,0
2777,Online,Domestic,Night,Debit,0,6,0.6261732259754322,0
1147,In-Person,Domestic,Afternoon,Debit,1,3,0.46776478703994884,0
2537,In-Person,Domestic,Afternoon,Debit,0,6,0.47530410945818324,0
4127,Online,International,Afternoon,Debit,1,7,0.23349201207191342,0
3430,Online,International,Night,Debit,0,7,0.3993516957713136,0
4788,Online,Domestic,Night,Debit,1,2,0.5608289272598305,0
3916,In-Person,Domestic,Night,Debit,0,3,0.6454159264533391,0
3647,In-Person,International,Night,Credit,1,4,0.1644748466395453,0
2963,Online,International,Afternoon,Credit,1,8,0.40042921622269756,0
2377,In-Person,International,Afternoon,Credit,1,5,0.4054786953963566,0
4231,In-Person,International,Night,Debit,1,1,0.5635631795978996,0
286,Online,Domestic,Night,Debit,1,9,0.739031055496291,0
2009,In-Person,Domestic,Afternoon,Credit,1,1,0.6717093857580355,1
1237,Online,International,Afternoon,Credit,0,2,0.6137966835225064,0
3762,Online,International,Morning,Debit,0,7,0.36227679929234957,0
3745,In-Person,International,Night,Debit,0,3,0.8551508046754919,0
705,In-Person,Domestic,Morning,Credit,0,6,0.8067633175635216,0
1319,Online,Domestic,Afternoon,Credit,0,8,0.26525151295695987,0
4162,Online,International,Afternoon,Credit,0,5,0.6896184122151691,0
3244,Online,International,Night,Credit,1,1,0.9159891238280589,0
4124,In-Person,International,Morning,Debit,1,3,0.49204116260699504,0
2321,Online,International,Afternoon,Credit,1,2,0.9322923441866533,0
2851,Online,International,Morning,Credit,0,6,0.11976739852837841,0
4218,Online,International,Morning,Debit,1,5,0.5646159989057622,0
3569,Online,Domestic,Morning,Credit,0,7,0.33064302636266507,0
3408,In-Person,Domestic,Morning,Credit,0,2,0.3359416571217447,0
551,In-Person,Domestic,Morning,Credit,0,6,0.8897924783401476,0
2704,Online,International,Night,Debit,1,5,0.3803495216751849,0
4684,In-Person,International,Night,Debit,1,6,0.12099810710802972,0
1098,In-Person,International,Morning,Credit,0,5,0.5857198183995287,0
3373,In-Person,Domestic,Night,Debit,1,7,0.973776738643525,0
34,Online,International,Afternoon,Debit,1,5,0.1711859426972528,0
1582,In-Person,Domestic,Morning,Credit,0,7,0.3576699088363644,0
2968,In-Person,International,Night,Debit,1,1,0.5225528592414974,0
4246,Online,International,Night,Credit,1,9,0.8474320993097318,0
1777,Online,International,Afternoon,Debit,0,6,0.34200563293087183,0
4753,In-Person,Domestic,Afternoon,Credit,0,9,0.4093167266272223,0
2245,In-Person,Domestic,Afternoon,Debit,1,1,0.4460454769313211,0
210,Online,Domestic,Afternoon,Debit,1,2,0.44167071317313156,0
3208,Online,International,Morning,Credit,1,7,0.28031072451209615,0
266,Online,Domestic,Night,Credit,0,4,0.9240992934681282,0
3757,Online,International,Night,Credit,0,1,0.8136192706122075,0
4652,In-Person,International,Afternoon,Credit,0,5,0.9780785016579853,0
2251,Online,Domestic,Night,Debit,1,4,0.43389436907425505,0
3185,In-Person,Domestic,Night,Debit,1,6,0.14076576848286854,0
3616,In-Person,International,Night,Credit,0,7,0.20395097720225366,0
3346,In-Person,International,Afternoon,Debit,0,3,0.42173526133888395,0
4907,Online,International,Night,Credit,0,6,0.9199576918504747,0
423,Online,International,Night,Debit,1,2,0.9829762608407882,0
2024,In-Person,Domestic,Night,Credit,1,4,0.8397973955156828,0
1391,In-Person,Domestic,Morning,Debit,1,9,0.31458292478081873,0
1108,In-Person,Domestic,Morning,Credit,1,7,0.6937294884422373,0
3436,In-Person,International,Night,Debit,0,2,0.6369465509232151,0
3665,In-Person,International,Night,Debit,1,6,0.8409271216736127,0
919,Online,International,Night,Credit,1,4,0.5587744168832772,0
197,Online,Domestic,Night,Debit,0,8,0.3863168798470147,0
4054,Online,International,Night,Debit,0,8,0.1173498497577666,0
3766,In-Person,International,Night,Credit,0,1,0.8155235747077048,0
2025,In-Person,Domestic,Morning,Credit,1,8,0.5772234960960712,0
2102,Online,Domestic,Afternoon,Credit,0,7,0.5807686398486778,0
3654,Online,International,Night,Credit,1,1,0.961356097585038,0
2140,In-Person,Domestic,Night,Debit,0,3,0.5376047164935767,0
367,Online,International,Night,Credit,1,5,0.3842211995204712,0
2432,Online,Domestic,Afternoon,Credit,1,3,0.40585417078221775,0
4267,Online,International,Night,Credit,0,3,0.110572205700817,0
4555,In-Person,Domestic,Night,Debit,0,1,0.21011593031062742,0
1507,In-Person,Domestic,Afternoon,Debit,1,8,0.139427886947326,0
2168,Online,Domestic,Night,Debit,0,9,0.3189341409214893,0
2565,In-Person,Domestic,Afternoon,Debit,1,5,0.1581870966593927,0
2352,Online,International,Afternoon,Credit,0,1,0.398004639697519,0
2961,Online,International,Night,Debit,1,1,0.2135165636996745,0
1248,In-Person,Domestic,Morning,Debit,1,9,0.9261271410473196,0
983,In-Person,International,Morning,Credit,0,1,0.9445455196395276,0
4737,In-Person,Domestic,Night,Credit,1,9,0.6431108083340753,0
3975,Online,Domestic,Afternoon,Debit,1,3,0.8249389770628769,0
1060,Online,International,Afternoon,Credit,1,3,0.7094901577256654,0
3711,Online,International,Afternoon,Debit,1,4,0.8299980007576361,1
2790,In-Person,International,Night,Debit,0,5,0.6758264826004554,0
1598,Online,International,Morning,Debit,1,6,0.4871743045917808,0
3888,Online,International,Afternoon,Credit,1,6,0.8863790115355769,0
2378,Online,International,Afternoon,Credit,0,9,0.4942597506292855,0
446,Online,International,Night,Debit,0,1,0.4565912404186008,0
2838,In-Person,Domestic,Morning,Debit,1,9,0.6619448279477042,0
1566,In-Person,International,Morning,Credit,1,4,0.9441386207892357,0
3868,In-Person,Domestic,Night,Debit,1,7,0.4979825571541223,0
1314,Online,International,Morning,Credit,0,6,0.6174502938558719,0
2394,Online,International,Night,Credit,1,9,0.5430994479165591,0
192,Online,Domestic,Afternoon,Credit,1,2,0.918759617135679,0
1599,In-Person,Domestic,Night,Credit,0,2,0.7090705020779297,0
1597,In-Person,Domestic,Afternoon,Debit,1,7,0.4776304405035774,0
669,In-Person,Domestic,Night,Credit,0,9,0.6462123817399293,0
169,In-Person,International,Afternoon,Credit,1,5,0.2404532775105583,0
3963,In-Person,International,Afternoon,Credit,0,7,0.4077494981632399,1
1021,Online,Domestic,Night,Debit,1,8,0.7625630949325869,0
62,In-Person,Domestic,Afternoon,Debit,1,8,0.6061547208312535,0
2317,In-Person,International,Morning,Debit,0,4,0.3828455307224937,0
1238,In-Person,International,Night,Debit,0,7,0.4260681149511385,0
1045,Online,Domestic,Morning,Debit,1,1,0.8288044750659496,0
3712,In-Person,International,Afternoon,Credit,0,4,0.5867947026550915,0
4055,In-Person,International,Afternoon,Debit,0,5,0.31488043634641555,0
4955,In-Person,Domestic,Afternoon,Debit,0,7,0.36713162679595845,0
4459,Online,Domestic,Night,Credit,1,6,0.5210951600824113,0
1274,Online,Domestic,Afternoon,Debit,1,4,0.7865538110044843,0
1894,In-Person,Domestic,Morning,Debit,0,3,0.9976963858807157,0
1819,In-Person,International,Morning,Credit,0,6,0.2671844224861161,0
3177,In-Person,Domestic,Night,Debit,0,5,0.779436120203359,0
3807,In-Person,International,Morning,Debit,1,3,0.655497564322559,0
2351,Online,International,Night,Credit,0,4,0.578073715074853,0
3424,In-Person,International,Night,Debit,0,2,0.9698113473988056,0
827,Online,International,Afternoon,Debit,1,9,0.3904781947749264,0
2447,In-Person,Domestic,Morning,Credit,0,7,0.25928041886525943,0
898,Online,International,Morning,Debit,1,3,0.889837442072317,0
677,Online,Domestic,Morning,Debit,1,8,0.16182003131937112,0
4738,In-Person,International,Afternoon,Debit,0,8,0.8354077071296542,0
2634,Online,Domestic,Night,Debit,1,1,0.6303123937959021,0
4242,In-Person,International,Morning,Debit,1,5,0.24760350255345961,0
4533,Online,International,Morning,Credit,1,5,0.3046259424640637,0
828,Online,Domestic,Morning,Debit,1,3,0.2402565334004413,0
2198,In-Person,Domestic,Morning,Credit,0,2,0.7465046876686289,0
1116,In-Person,Domestic,Afternoon,Debit,1,1,0.23258004201511176,1
2234,Online,Domestic,Night,Debit,0,4,0.7132337873982916,0
207,Online,International,Morning,Credit,1,2,0.21533526573706646,0
2681,In-Person,International,Morning,Credit,1,5,0.8220399308847951,0
3502,In-Person,International,Night,Credit,0,2,0.9275417012287601,0
2458,In-Person,International,Afternoon,Debit,1,1,0.6033808254244516,0
480,Online,International,Afternoon,Debit,0,9,0.9695656334954152,0
1958,In-Person,Domestic,Afternoon,Credit,1,2,0.45134227263268223,0
3909,In-Person,Domestic,Afternoon,Debit,1,4,0.3201422099786866,0
2020,Online,International,Morning,Debit,0,3,0.25956708050012406,0
3810,In-Person,Domestic,Night,Debit,1,1,0.5310670127324513,0
4128,In-Person,International,Night,Debit,1,8,0.2176722114775371,0
3806,In-Person,International,Night,Debit,0,2,0.8882115656273493,0
3998,In-Person,Domestic,Afternoon,Credit,1,8,0.8062889656726403,0
244,Online,International,Afternoon,Debit,1,1,0.605906563926413,0
938,In-Person,Domestic,Night,Credit,1,6,0.7493166730172245,0
3617,In-Person,International,Morning,Debit,1,4,0.14499127269377504,0
532,In-Person,Domestic,Afternoon,Debit,1,3,0.28316600964445193,0
3533,In-Person,International,Morning,Debit,0,1,0.6590907035468808,1
4536,In-Person,International,Night,Debit,0,1,0.5297225605415365,0
4898,In-Person,Domestic,Afternoon,Credit,1,7,0.6441606819643991,0
1639,Online,International,Morning,Debit,1,6,0.18007213854741322,0
4638,Online,International,Afternoon,Debit,1,3,0.6871803022942654,0
1326,Online,Domestic,Night,Credit,0,2,0.8232546313357042,0
2867,In-Person,Domestic,Night,Debit,1,3,0.5916476646978897,0
1134,In-Person,Domestic,Night,Debit,1,8,0.42166631682196243,0
2597,In-Person,International,Morning,Debit,1,7,0.25718307122263384,0
1033,Online,Domestic,Afternoon,Credit,1,7,0.3388195413020586,0
1388,In-Person,Domestic,Afternoon,Debit,0,5,0.5702795685451587,0
3384,Online,Domestic,Afternoon,Credit,1,3,0.3299660465337973,0
1529,In-Person,International,Night,Credit,1,1,0.800150983641101,0
236,In-Person,Domestic,Morning,Debit,1,1,0.2185669234638012,0
4978,Online,International,Night,Debit,1,6,0.5647818394879407,0
901,Online,International,Night,Debit,1,4,0.5463695631715169,0
4082,Online,Domestic,Morning,Debit,1,7,0.2250030369987017,0
2267,Online,International,Night,Credit,1,1,0.9954888226884498,0
2798,Online,International,Night,Debit,0,6,0.8408218487181707,0
406,Online,International,Afternoon,Debit,1,7,0.4478792186632792,0
2088,In-Person,International,Morning,Debit,0,1,0.7164158850648104,0
4754,Online,International,Morning,Credit,0,2,0.7449230794943743,0
4434,In-Person,Domestic,Afternoon,Debit,1,9,0.6860337109438962,0
3247,In-Person,Domestic,Morning,Debit,1,9,0.48923555155543363,0
3903,In-Person,Domestic,Afternoon,Debit,1,6,0.8966001984636746,0
2015,In-Person,International,Night,Debit,0,4,0.7943962435552658,0
2026,In-Person,Domestic,Morning,Debit,0,7,0.5878179587978548,0
3181,Online,International,Morning,Debit,0,5,0.10230650695291837,0
2678,Online,International,Night,Debit,1,3,0.3010368144940997,0
1888,Online,International,Night,Credit,1,4,0.5579431316555691,0
1206,In-Person,International,Morning,Credit,0,2,0.9090361511389017,0
1782,Online,Domestic,Morning,Debit,0,6,0.6657588497082279,0
171,In-Person,International,Morning,Debit,1,3,0.4760760680587234,0
3986,In-Person,Domestic,Afternoon,Debit,0,7,0.14312077709738236,0
1761,In-Person,Domestic,Morning,Credit,0,4,0.6375522045400791,0
785,In-Person,International,Morning,Debit,0,8,0.415676968943387,0
949,Online,Domestic,Night,Debit,0,1,0.5836388026139181,0
3230,Online,Domestic,Night,Credit,0,9,0.7897975285742442,0
549,Online,Domestic,Afternoon,Credit,0,3,0.8233663195456872,0
4927,Online,International,Night,Debit,0,3,0.8778504155038793,0
1471,Online,International,Morning,Debit,1,5,0.6724419636132672,0
365,In-Person,International,Morning,Credit,0,1,0.9150561054383046,0
3614,Online,Domestic,Afternoon,Credit,1,3,0.7215652088045441,0
3333,In-Person,Domestic,Night,Credit,1,4,0.8055226837600116,0
244,In-Person,International,Night,Credit,0,2,0.7169340001710675,0
1558,In-Person,International,Night,Debit,1,6,0.8846774323866694,0
2106,Online,Domestic,Afternoon,Debit,0,4,0.30060089369646514,0
4223,In-Person,International,Night,Credit,1,1,0.7838983687257902,1
2111,In-Person,International,Night,Debit,1,3,0.2054408887354962,0
1683,Online,Domestic,Night,Debit,0,7,0.1827946268936687,0
2110,In-Person,Domestic,Morning,Credit,1,3,0.5424603884088853,0
3667,In-Person,International,Afternoon,Credit,0,6,0.3702134402989168,0
4663,In-Person,International,Morning,Credit,1,6,0.6070223866463484,0
3606,Online,International,Afternoon,Debit,0,1,0.7099605259474995,0
3758,In-Person,International,Night,Debit,0,2,0.30390661055464363,0
3183,In-Person,Domestic,Morning,Debit,1,6,0.7299334521668057,0
1825,Online,International,Night,Credit,0,2,0.9959131824684071,0
3851,Online,International,Night,Debit,0,2,0.7839591582676693,0
2015,In-Person,Domestic,Afternoon,Credit,1,4,0.2564078516857717,0
4503,Online,Domestic,Night,Debit,0,8,0.670325881775755,0
684,Online,Domestic,Morning,Credit,1,6,0.1085362930846659,0
396,Online,Domestic,Afternoon,Debit,1,8,0.5227463442980016,0
2168,Online,Domestic,Afternoon,Debit,1,4,0.5799757290767569,0
2671,Online,Domestic,Morning,Credit,0,3,0.9751397976919302,0
2074,Online,Domestic,Night,Credit,1,7,0.7634848423876501,0
3861,Online,International,Night,Debit,0,7,0.735364226752233,0
3263,In-Person,International,Night,Debit,1,2,0.5791641481217835,0
4989,Online,Domestic,Night,Credit,1,1,0.56185841278795,1
4646,Online,International,Night,Debit,1,8,0.9928745031194669,0
4276,Online,International,Afternoon,Debit,0,3,0.11914119667926037,0
749,In-Person,Domestic,Afternoon,Credit,1,6,0.37288531527438185,0
1411,Online,Domestic,Morning,Credit,0,7,0.22040544101589443,0
3269,Online,Domestic,Night,Debit,0,8,0.3834747391666474,0
